network,autonomous_system_number,autonomous_system_organization
2001:418:143b:4000::/50,2914,NTT-COMMUNICATIONS-2914
2001:418:143b:8000::/49,2914,NTT-COMMUNICATIONS-2914
2001:418:143c::/46,2914,NTT-COMMUNICATIONS-2914
2001:418:1440::/45,2914,NTT-COMMUNICATIONS-2914
2001:418:1448::/46,2914,NTT-COMMUNICATIONS-2914
2001:418:144c::/47,2914,NTT-COMMUNICATIONS-2914
2001:418:144e::/47,15562,"Job Snijders"
2001:418:1450::/46,2914,NTT-COMMUNICATIONS-2914
2001:418:1454::/47,2914,NTT-COMMUNICATIONS-2914
2001:418:1456::/53,2914,NTT-COMMUNICATIONS-2914
2001:418:1456:800::/55,2914,NTT-COMMUNICATIONS-2914
2001:418:1456:a00::/56,20940,"Akamai International B.V."
2001:418:1456:b00::/56,2914,NTT-COMMUNICATIONS-2914
2001:418:1456:c00::/54,2914,NTT-COMMUNICATIONS-2914
2001:418:1456:1000::/55,2914,NTT-COMMUNICATIONS-2914
2001:418:1456:1200::/56,2914,NTT-COMMUNICATIONS-2914
2001:418:1456:1300::/56,16625,AKAMAI-AS
2001:418:1456:1400::/54,2914,NTT-COMMUNICATIONS-2914
2001:418:1456:1800::/56,2914,NTT-COMMUNICATIONS-2914
2001:418:1456:1900::/56,16625,AKAMAI-AS
2001:418:1456:1a00::/55,2914,NTT-COMMUNICATIONS-2914
2001:418:1456:1c00::/54,2914,NTT-COMMUNICATIONS-2914
2001:418:1456:2000::/51,2914,NTT-COMMUNICATIONS-2914
2001:418:1456:4000::/50,2914,NTT-COMMUNICATIONS-2914
2001:418:1456:8000::/49,2914,NTT-COMMUNICATIONS-2914
2001:418:1457::/48,2914,NTT-COMMUNICATIONS-2914
2001:418:1458::/45,2914,NTT-COMMUNICATIONS-2914
2001:418:1460::/46,2914,NTT-COMMUNICATIONS-2914
2001:418:1464::/47,2914,NTT-COMMUNICATIONS-2914
2001:418:1466::/48,396370,SKYCREEK-CORP
2001:418:1467::/48,2914,NTT-COMMUNICATIONS-2914
2001:418:1468::/45,2914,NTT-COMMUNICATIONS-2914
2001:418:1470::/44,2914,NTT-COMMUNICATIONS-2914
2001:418:1480::/41,2914,NTT-COMMUNICATIONS-2914
2001:418:1500::/40,2914,NTT-COMMUNICATIONS-2914
2001:418:1600::/39,2914,NTT-COMMUNICATIONS-2914
2001:418:1800::/38,2914,NTT-COMMUNICATIONS-2914
2001:418:1c00::/48,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01::/64,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:1::/64,20940,"Akamai International B.V."
2001:418:1c01:2::/63,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:4::/62,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:8::/61,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:10::/60,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:20::/59,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:40::/58,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:80::/57,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:100::/56,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:200::/55,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:400::/54,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:800::/53,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:1000::/52,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:2000::/51,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:4000::/50,2914,NTT-COMMUNICATIONS-2914
2001:418:1c01:8000::/49,2914,NTT-COMMUNICATIONS-2914
2001:418:1c02::/47,2914,NTT-COMMUNICATIONS-2914
2001:418:1c04::/46,2914,NTT-COMMUNICATIONS-2914
2001:418:1c08::/45,2914,NTT-COMMUNICATIONS-2914
2001:418:1c10::/44,2914,NTT-COMMUNICATIONS-2914
2001:418:1c20::/43,2914,NTT-COMMUNICATIONS-2914
2001:418:1c40::/42,2914,NTT-COMMUNICATIONS-2914
2001:418:1c80::/41,2914,NTT-COMMUNICATIONS-2914
2001:418:1d00::/40,2914,NTT-COMMUNICATIONS-2914
2001:418:1e00::/39,2914,NTT-COMMUNICATIONS-2914
2001:418:2000::/38,2914,NTT-COMMUNICATIONS-2914
2001:418:2400::/48,2914,NTT-COMMUNICATIONS-2914
2001:418:2401::/64,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:1::/64,20940,"Akamai International B.V."
2001:418:2401:2::/63,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:4::/62,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:8::/61,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:10::/60,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:20::/59,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:40::/58,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:80::/57,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:100::/56,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:200::/55,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:400::/54,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:800::/53,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:1000::/52,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:2000::/51,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:4000::/50,2914,NTT-COMMUNICATIONS-2914
2001:418:2401:8000::/49,2914,NTT-COMMUNICATIONS-2914
2001:418:2402::/47,2914,NTT-COMMUNICATIONS-2914
2001:418:2404::/46,2914,NTT-COMMUNICATIONS-2914
2001:418:2408::/45,2914,NTT-COMMUNICATIONS-2914
2001:418:2410::/44,2914,NTT-COMMUNICATIONS-2914
2001:418:2420::/43,2914,NTT-COMMUNICATIONS-2914
2001:418:2440::/42,2914,NTT-COMMUNICATIONS-2914
2001:418:2480::/41,2914,NTT-COMMUNICATIONS-2914
2001:418:2500::/40,2914,NTT-COMMUNICATIONS-2914
2001:418:2600::/39,2914,NTT-COMMUNICATIONS-2914
2001:418:2800::/37,2914,NTT-COMMUNICATIONS-2914
2001:418:3000::/37,2914,NTT-COMMUNICATIONS-2914
2001:418:3800::/46,2914,NTT-COMMUNICATIONS-2914
2001:418:3804::/47,2914,NTT-COMMUNICATIONS-2914
2001:418:3806::/48,2914,NTT-COMMUNICATIONS-2914
2001:418:3807::/48,4128,"RGnet OU"
2001:418:3808::/45,2914,NTT-COMMUNICATIONS-2914
2001:418:3810::/44,2914,NTT-COMMUNICATIONS-2914
2001:418:3820::/43,2914,NTT-COMMUNICATIONS-2914
2001:418:3840::/42,2914,NTT-COMMUNICATIONS-2914
2001:418:3880::/41,2914,NTT-COMMUNICATIONS-2914
2001:418:3900::/40,2914,NTT-COMMUNICATIONS-2914
2001:418:3a00::/39,2914,NTT-COMMUNICATIONS-2914
2001:418:3c00::/38,2914,NTT-COMMUNICATIONS-2914
2001:418:4000::/46,2914,NTT-COMMUNICATIONS-2914
2001:418:4004::/48,2914,NTT-COMMUNICATIONS-2914
2001:418:4005::/48,1412,GRVYUS-PIT-A
2001:418:4006::/47,2914,NTT-COMMUNICATIONS-2914
2001:418:4008::/45,2914,NTT-COMMUNICATIONS-2914
2001:418:4010::/44,2914,NTT-COMMUNICATIONS-2914
2001:418:4020::/43,2914,NTT-COMMUNICATIONS-2914
2001:418:4040::/42,2914,NTT-COMMUNICATIONS-2914
2001:418:4080::/41,2914,NTT-COMMUNICATIONS-2914
2001:418:4100::/40,2914,NTT-COMMUNICATIONS-2914
2001:418:4200::/39,2914,NTT-COMMUNICATIONS-2914
2001:418:4400::/38,2914,NTT-COMMUNICATIONS-2914
2001:418:4800::/37,2914,NTT-COMMUNICATIONS-2914
2001:418:5000::/36,2914,NTT-COMMUNICATIONS-2914
2001:418:6000::/35,2914,NTT-COMMUNICATIONS-2914
2001:418:8000::/48,2914,NTT-COMMUNICATIONS-2914
2001:418:8001::/48,20940,"Akamai International B.V."
2001:418:8002::/47,2914,NTT-COMMUNICATIONS-2914
2001:418:8004::/47,7019,NTTA-7019
2001:418:8006::/48,3927,"RGnet OU"
2001:418:8007::/48,2914,NTT-COMMUNICATIONS-2914
2001:418:8008::/45,2914,NTT-COMMUNICATIONS-2914
2001:418:8010::/44,2914,NTT-COMMUNICATIONS-2914
2001:418:8020::/43,2914,NTT-COMMUNICATIONS-2914
2001:418:8040::/42,2914,NTT-COMMUNICATIONS-2914
2001:418:8080::/41,2914,NTT-COMMUNICATIONS-2914
2001:418:8100::/40,2914,NTT-COMMUNICATIONS-2914
2001:418:8200::/39,2914,NTT-COMMUNICATIONS-2914
2001:418:8400::/46,2914,NTT-COMMUNICATIONS-2914
2001:418:8404::/64,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:1::/64,20940,"Akamai International B.V."
2001:418:8404:2::/63,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:4::/62,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:8::/61,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:10::/60,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:20::/59,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:40::/58,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:80::/57,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:100::/56,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:200::/55,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:400::/54,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:800::/53,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:1000::/52,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:2000::/51,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:4000::/50,2914,NTT-COMMUNICATIONS-2914
2001:418:8404:8000::/49,2914,NTT-COMMUNICATIONS-2914
2001:418:8405::/48,2914,NTT-COMMUNICATIONS-2914
2001:418:8406::/47,2914,NTT-COMMUNICATIONS-2914
2001:418:8408::/45,2914,NTT-COMMUNICATIONS-2914
2001:418:8410::/44,2914,NTT-COMMUNICATIONS-2914
2001:418:8420::/43,2914,NTT-COMMUNICATIONS-2914
2001:418:8440::/42,2914,NTT-COMMUNICATIONS-2914
2001:418:8480::/41,2914,NTT-COMMUNICATIONS-2914
2001:418:8500::/40,2914,NTT-COMMUNICATIONS-2914
2001:418:8600::/39,2914,NTT-COMMUNICATIONS-2914
2001:418:8800::/37,2914,NTT-COMMUNICATIONS-2914
2001:418:9000::/37,2914,NTT-COMMUNICATIONS-2914
2001:418:9800::/46,2914,NTT-COMMUNICATIONS-2914
2001:418:9804::/47,2914,NTT-COMMUNICATIONS-2914
2001:418:9806::/48,2914,NTT-COMMUNICATIONS-2914
2001:418:9807::/48,27435,OPSOURCE-INC
2001:418:9808::/45,2914,NTT-COMMUNICATIONS-2914
2001:418:9810::/44,2914,NTT-COMMUNICATIONS-2914
2001:418:9820::/43,2914,NTT-COMMUNICATIONS-2914
2001:418:9840::/42,2914,NTT-COMMUNICATIONS-2914
2001:418:9880::/41,2914,NTT-COMMUNICATIONS-2914
2001:418:9900::/40,2914,NTT-COMMUNICATIONS-2914
2001:418:9a00::/39,2914,NTT-COMMUNICATIONS-2914
2001:418:9c00::/38,2914,NTT-COMMUNICATIONS-2914
2001:418:a000::/35,2914,NTT-COMMUNICATIONS-2914
2001:418:c000::/34,2914,NTT-COMMUNICATIONS-2914
2001:420::/33,109,CISCOSYSTEMS
2001:420:8000::/34,109,CISCOSYSTEMS
2001:420:c000::/35,109,CISCOSYSTEMS
2001:420:e000::/36,109,CISCOSYSTEMS
2001:420:f000::/37,109,CISCOSYSTEMS
2001:420:f800::/38,109,CISCOSYSTEMS
2001:420:fc00::/39,109,CISCOSYSTEMS
2001:420:fe00::/40,109,CISCOSYSTEMS
2001:420:ff00::/41,109,CISCOSYSTEMS
2001:420:ff80::/42,109,CISCOSYSTEMS
2001:420:ffc0::/43,109,CISCOSYSTEMS
2001:420:ffe0::/44,109,CISCOSYSTEMS
2001:420:fff0::/45,109,CISCOSYSTEMS
2001:420:fff8::/46,109,CISCOSYSTEMS
2001:420:fffc::/47,109,CISCOSYSTEMS
2001:420:fffe::/48,109,CISCOSYSTEMS
2001:420:ffff::/48,54140,CISCO-OTT
2001:428::/37,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:800::/40,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:900::/47,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:902::/48,13683,AUTO-WARES-ASN
2001:428:903::/48,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:904::/46,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:908::/45,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:910::/44,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:920::/43,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:940::/42,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:980::/41,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:a00::/40,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:b00::/43,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:b20::/48,7359,CENTURYLINK-SPA-ZUNI
2001:428:b21::/48,4015,CENTURYLINK-LEGACY-QWEST-SPA-OMAHA
2001:428:b22::/47,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:b24::/46,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:b28::/45,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:b30::/44,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:b40::/42,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:b80::/41,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c00::/47,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c02::/54,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c02:400::/55,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c02:600::/56,16625,AKAMAI-AS
2001:428:c02:700::/56,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c02:800::/53,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c02:1000::/52,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c02:2000::/51,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c02:4000::/50,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c02:8000::/49,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c03::/48,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c04::/46,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c08::/46,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c0c::/48,19604,IBM-RALEIGH-CL
2001:428:c0d::/48,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c0e::/47,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c10::/44,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c20::/43,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c40::/42,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:c80::/41,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:d00::/40,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:e00::/39,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1000::/47,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1002::/48,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1003::/48,2560,BOCA-AS
2001:428:1004::/46,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1008::/45,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1010::/44,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1020::/43,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1040::/42,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1080::/41,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1100::/40,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1200::/39,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1400::/38,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1800::/47,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802::/61,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:8::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:9::/64,20940,"Akamai International B.V."
2001:428:1802:a::/63,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:c::/62,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:10::/60,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:20::/59,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:40::/58,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:80::/57,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:100::/56,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:200::/55,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:400::/54,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:800::/53,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:1000::/52,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:2000::/51,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:4000::/50,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1802:8000::/49,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1803::/48,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1804::/46,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1808::/45,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1810::/44,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1820::/43,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1840::/42,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1880::/41,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1900::/40,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1a00::/39,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:1c00::/38,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2000::/48,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001::/55,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:200::/62,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:204::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:205::/64,20940,"Akamai International B.V."
2001:428:2001:206::/63,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:208::/61,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:210::/60,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:220::/59,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:240::/58,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:280::/57,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:300::/63,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:302::/64,20940,"Akamai International B.V."
2001:428:2001:303::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:304::/62,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:308::/61,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:310::/60,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:320::/59,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:340::/58,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:380::/57,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:400::/54,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:800::/53,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:1000::/52,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:2000::/51,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:4000::/50,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2001:8000::/49,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2002::/47,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2004::/46,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2008::/45,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2010::/44,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2020::/43,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2040::/42,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2080::/41,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2100::/40,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2200::/39,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2400::/47,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402::/56,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:100::/61,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:108::/62,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:10c::/64,33397,GENSOCIETYUTAH
2001:428:2402:10d::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:10e::/63,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:110::/60,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:120::/59,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:140::/58,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:180::/57,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:200::/55,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:400::/54,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:800::/53,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:1000::/52,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:2000::/51,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:4000::/50,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2402:8000::/49,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2403::/48,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2404::/46,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2408::/45,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2410::/44,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2420::/43,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2440::/42,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2480::/41,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500::/62,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:4::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:5::/64,102,NSF-HQ-AS
2001:428:2500:6::/63,11724,OCCAS
2001:428:2500:8::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:9::/64,3930,FERC-FED
2001:428:2500:a::/63,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:c::/64,3635,BEA
2001:428:2500:d::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:e::/64,6223,CENTURYLINK-MTIPS1
2001:428:2500:f::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:10::/63,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:12::/64,21617,NARA
2001:428:2500:13::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:14::/64,36281,BIS-DOC
2001:428:2500:15::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:16::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:17::/64,7764,CENSUSBUREAU
2001:428:2500:18::/64,6223,CENTURYLINK-MTIPS1
2001:428:2500:19::/64,49,US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY
2001:428:2500:1a::/63,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:1c::/64,49,US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY
2001:428:2500:1d::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:1e::/63,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:20::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:21::/64,6223,CENTURYLINK-MTIPS1
2001:428:2500:22::/63,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:24::/64,10616,NTIS
2001:428:2500:25::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:26::/63,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:28::/64,6223,CENTURYLINK-MTIPS1
2001:428:2500:29::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:2a::/63,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:2c::/62,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:30::/60,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:40::/58,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:80::/57,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:100::/56,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:200::/56,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:300::/56,6223,CENTURYLINK-MTIPS1
2001:428:2500:400::/54,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:800::/53,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:1000::/52,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:2000::/51,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:4000::/50,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2500:8000::/49,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2501::/48,2714,GSA-GOV
2001:428:2502::/47,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2504::/46,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2508::/45,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2510::/44,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2520::/43,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2540::/42,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2580::/41,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2600::/39,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:2800::/37,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3000::/37,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3800::/48,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801::/61,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:8::/64,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:9::/64,3909,CENTURYLINK-LEGACY-QWEST-VDOC
2001:428:3801:a::/63,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:c::/62,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:10::/60,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:20::/59,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:40::/58,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:80::/57,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:100::/56,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:200::/55,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:400::/54,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:800::/53,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:1000::/52,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:2000::/51,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:4000::/50,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3801:8000::/49,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3802::/47,209,CENTURYLINK-US-LEGACY-QWEST
2001:428:3804::/47,209,CENTURYLINK-US-LEGACY-QWEST
